Reaction ID;Note;Reference;DOI
3HPPPNH;;;
3HXACOADH;;;
3HXKYN;;;
3K5AHC;;;
3MBZALDH;;;
3MBZDH;;;
3NTD2e;;;
3NTD4e;;;
3NTD7e;;;
3NTD9e;;;
3OADPCOAT;;;
3OAR100;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR110;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR120;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR121;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR130;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR140;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR141;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR150;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR160;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR161;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR170;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR180;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR181;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR40;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR50;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR60;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR70;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR80;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAR90;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARai110;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARai130;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARai150;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARai170;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARai70;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARai90;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARi100;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARi110;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARi120;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARi130;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARi140;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARi150;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARi160;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARi170;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARi180;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARi60;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARi70;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARi80;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OARi90;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
3OAS100;;;
3OAS110;;;
3OAS120;;;
3OAS121;;;
3OAS130;;;
3OAS140;;;
3OAS141;;;
3OAS150;;;
3OAS160;;;
3OAS161;;;
3OAS170;;;
3OAS180;;;
3OAS181;;;
3OAS50;;;
3OAS60;;;
3OAS70;;;
3OAS80;;;
3OAS90;;;
3OASai110;;;
3OASai130;;;
3OASai150;;;
3OASai170;;;
3OASai70;;;
3OASai90;;;
3OASi100;;;
3OASi110;;;
3OASi120;;;
3OASi130;;;
3OASi140;;;
3OASi150;;;
3OASi160;;;
3OASi170;;;
3OASi180;;;
3OASi60;;;
3OASi70;;;
3OASi80;;;
3OASi90;;;
3OCHOCDH;;;
3OXCOADH;;;
3OXCOAT;;Escherichia coli and Pseudomonas putida#Teufel R, Mascaraque V, Ismail W, Voss M, Perera J, Eisenreich W, Haehnel W, Fuchs G.#2010#Bacterial phenylalanine and phenylacetate catabolic pathway revealed.#Proc Natl Acad Sci U S A.#107#107-132#;10.1073/pnas.1005399107
3OXOR;;;
3T3LPROD;;;
44DPCDH;;;
45DOPA;;;
45SDOPs;;;
4C4HX2OA;;;
4CMCOAS;;;
4COXADH;;;
4HBHYOX;;;
4HDAPMO;;;
4HGLSD;;Smith DD, Wood NJ, Hodgson DA.#1995#Interaction between primary and secondary metabolism in Streptomyces coelicolor A3(2): role of pyrroline-5-carboxylate dehydrogenase.#Microbiology.#141#1739-1744#;10.1099/13500872-141-7-1739
4HPROOR;;;
4HTHRS;;;
4HXBOPT;;;
4HXPUHBT;;;
4HYBUT;;;
4HYDPRO;;;
4IP7MO2H__R;;;
4IP7MO2H__S;;;
4IZPHYDs;;;
4MBZALDH;;;
4MBZDH;;;
4NIPHOM;;;
4NITROB;;;
4OT;;;
4PCP;;;
4SBZADH;;;
4SULFADH;;;
5CM2HMUCI;;;
5DGLCNR;;;
5DOAN;Required for growth (biotin biosynthesis);;
5METDA;;;
5OP3TCCL;;;
6ADOFUT;;;
6HEXHYD;;;
6PHBG;;;
AAAHYD;;;
AACOATi;;;
AAMYLe;;;
AATA;;;
AATC;;;
ABPYRATA;;;
ABT2DG;;;
ABTA;;;
ABTD;;;
ABTDG;;;
ABUTD;;;
AC1MO;;;
ACACT1r;;;
ACACT2r;;;
ACACT3r;;;
ACACT4r;;;
ACACT5r;;;
ACACT6r;;;
ACACT7r;;;
ACACT8r;;;
ACBIPGT;;;
ACCAHh;;;
ACCOAC;;Rodríguez E, Banchio C, Diacovich L, Bibb MJ, Gramajo H.#2001#Role of an essential acyl coenzyme A carboxylase in the primary and secondary metabolism of Streptomyces coelicolor A3(2).#Appl Environ Microbiol.#67#4166-4176#;10.1128/AEM.67.9.4166-4176.2001
ACCOAC_1;;;
ACCS;This reaction is infered from biochemical constraints: reaction producing N-acetyl-L-cysteine, reported in Recon2 (RE2223M), has not been identified in S. coelicolor: a probable reaction would be an aminoacyltransferase using cysteine and acetyl-coa: potential candidate CpkL and CpkK;"Amara A, Takano E, Breitling R. Development and validation of an updated computational model of Streptomyces coelicolor primary and secondary metabolism. BMC Genomics. 2018;19(1):519";10.1186/s12864-018-4905-5
ACETDH;;;
ACGAMK;;?wi?tek MA, Tenconi E, Rigali S, van Wezel GP.#2012#Functional analysis of the N-acetylglucosamine metabolic genes of Streptomyces coelicolor and role in control of development and antibiotic production.#J Bacteriol.#194#1136-1144#;10.1128/JB.06370-11
ACGK;;;
ACGS;;;
ACHBS;;;
ACITRULD;;;
ACKr;;Hutchings MI, Hong HJ, Buttner MJ.#2006#The vancomycin resistance VanRS two-component signal transduction system of Streptomyces coelicolor.#Mol Microbiol.#59#923-935#;10.1111/j.1365-2958.2005.04953.x
ACLS;;;
ACM6PH;;;
ACNMS;;;
ACOAD1f;;;
ACOAD2f;;;
ACOAD3f;;;
ACOAD4f;;;
ACOAD5f;;;
ACOAD6f;;;
ACOAD7f;;;
ACOAD8f;;;
ACOAD9;;Zhang YX, Denoya CD, Skinner DD, Fedechko RW, McArthur HA, Morgenstern MR, Davies RA, Lobo S, Reynolds KA, Hutchinson CR.#1999#Genes encoding acyl-CoA dehydrogenase (AcdH) homologues from Streptomyces coelicolor and Streptomyces avermitilis provide insights into the metabolism of small branched-chain fatty acids and macrolide antibiotic production.#Microbiology.#145#2323-2334#;10.1099/00221287-145-9-2323
ACOADH1;;Zhang YX, Denoya CD, Skinner DD, Fedechko RW, McArthur HA, Morgenstern MR, Davies RA, Lobo S, Reynolds KA, Hutchinson CR.#1999#Genes encoding acyl-CoA dehydrogenase (AcdH) homologues from Streptomyces coelicolor and Streptomyces avermitilis provide insights into the metabolism of small branched-chain fatty acids and macrolide antibiotic production.#Microbiology.#145#2323-2334#;10.1099/00221287-145-9-2323
ACOATA;;Singh R, Mo S, Florova G, Reynolds KA.#2012#Streptomyces coelicolor RedP and FabH enzymes, initiating undecylprodiginine and fatty acid biosynthesis, exhibit distinct acyl-CoA and malonyl-acyl carrier protein substrate specificities.#FEMS Microbiol Lett.#328#32-38#;10.1111/j.1574-6968.2011.02474.x
ACODA;;;
ACON6LAT;;;
ACONIs;Spontaneous reaction;;
ACONMT;;;
ACONTa;;Viollier PH, Nguyen KT, Minas W, Folcher M, Dale GE, Thompson CJ.#2001#Roles of aconitase in growth, metabolism, and morphological differentiation of Streptomyces coelicolor.#J Bacteriol.#183#3193-3203#;10.1128/JB.183.10.3193-3203.2001
ACONTb;;Viollier PH, Nguyen KT, Minas W, Folcher M, Dale GE, Thompson CJ.#2001#Roles of aconitase in growth, metabolism, and morphological differentiation of Streptomyces coelicolor.#J Bacteriol.#183#3193-3203#;10.1128/JB.183.10.3193-3203.2001
ACOTA;;;
ACPPAT120;Required for growth (phospholipid biosynthesis);;
ACPPAT140;Required for growth (phospholipid biosynthesis);;
ACPPAT141;Required for growth (phospholipid biosynthesis);;
ACPPAT150;Required for growth (phospholipid biosynthesis);;
ACPPAT160;Required for growth (phospholipid biosynthesis);;
ACPPAT161;Required for growth (phospholipid biosynthesis);;
ACPPAT170;Required for growth (phospholipid biosynthesis);;
ACPPAT180;Required for growth (phospholipid biosynthesis);;
ACPPAT181;Required for growth (phospholipid biosynthesis);;
ACPPATai150;Required for growth (phospholipid biosynthesis);;
ACPPATai170;Required for growth (phospholipid biosynthesis);;
ACPPATi140;Required for growth (phospholipid biosynthesis);;
ACPPATi150;Required for growth (phospholipid biosynthesis);;
ACPPATi160;Required for growth (phospholipid biosynthesis);;
ACPPATi170;Required for growth (phospholipid biosynthesis);;
ACPPATi180;Required for growth (phospholipid biosynthesis);;
ACPS1;;Dall'aglio P, Arthur CJ, Williams C, Vasilakis K, Maple HJ, Crosby J, Crump MP, Hadfield AT.#2011#Analysis of Streptomyces coelicolor phosphopantetheinyl transferase, AcpS, reveals the basis for relaxed substrate specificity.#Biochemistry.#50#5704-5717#;10.1021/bi2003668
ACPSact;;Dall'aglio P, Arthur CJ, Williams C, Vasilakis K, Maple HJ, Crosby J, Crump MP, Hadfield AT.#2011#Analysis of Streptomyces coelicolor phosphopantetheinyl transferase, AcpS, reveals the basis for relaxed substrate specificity.#Biochemistry.#50#5704-5717#;10.1021/bi2003668
ACPScda;;Lu YW, San Roman AK, Gehring AM.#2008#Role of phosphopantetheinyl transferase genes in antibiotic production by Streptomyces coelicolor.#J Bacteriol.#190#6903-6908#;10.1128/JB.00865-08
ACPScpk;;;
ACPSpdscpk;;;
ACPSredL;;Dall'aglio P, Arthur CJ, Williams C, Vasilakis K, Maple HJ, Crosby J, Crump MP, Hadfield AT.#2011#Analysis of Streptomyces coelicolor phosphopantetheinyl transferase, AcpS, reveals the basis for relaxed substrate specificity.#Biochemistry.#50#5704-5717#;10.1021/bi2003668
ACPSredN;;Dall'aglio P, Arthur CJ, Williams C, Vasilakis K, Maple HJ, Crosby J, Crump MP, Hadfield AT.#2011#Analysis of Streptomyces coelicolor phosphopantetheinyl transferase, AcpS, reveals the basis for relaxed substrate specificity.#Biochemistry.#50#5704-5717#;10.1021/bi2003668
ACPSredQ;;Dall'aglio P, Arthur CJ, Williams C, Vasilakis K, Maple HJ, Crosby J, Crump MP, Hadfield AT.#2011#Analysis of Streptomyces coelicolor phosphopantetheinyl transferase, AcpS, reveals the basis for relaxed substrate specificity.#Biochemistry.#50#5704-5717#;10.1021/bi2003668
ACPpds;;;
ACPpdsact;;;
ACPpdscda;;;
ACPpdsredL;;;
ACPpdsredN;;;
ACPpdsredQ;;;
ACRCOAR;;;
ACS;;;
ACS2;;;
ACTCOALIG;;;
ACTCOAT;;;
ACTCOAT2;;;
ACTS1;;Arthur CJ, Szafranska A, Evans SE, Findlow SC, Burston SG, Owen P, Clark-Lewis I, Simpson TJ, Crosby J, Crump MP.#2005#Self-malonylation is an intrinsic property of a chemically synthesized type II polyketide synthase acyl carrier protein.#Biochemistry.#44#15414-15421#;10.1021/bi051499i
ACTS10;;Hadfield AT, Limpkin C, Teartasin W, Simpson TJ, Crosby J, Crump MP.#2004#The crystal structure of the actIII actinorhodin polyketide reductase: proposed mechanism for ACP and polyketide binding.#Structure.#12#1865-1875#;10.1016/j.str.2004.08.002
ACTS11;;McDaniel R, Ebert-Khosla S, Hopwood DA, Khosla C.#1994#Engineered Biosynthesis of Novel Polyketides: actVII and actIV Genes Encode Aromatase and Cyclase Enzymes, Respectively#J Am Chem Soc.#116#10855-10859#;10.1021/ja00103a001
ACTS12;;McDaniel R, Ebert-Khosla S, Hopwood DA, Khosla C.#1994#Engineered Biosynthesis of Novel Polyketides: actVII and actIV Genes Encode Aromatase and Cyclase Enzymes, Respectively#J Am Chem Soc.#116#10855-10859#;10.1021/ja00103a001
ACTS13;;Taguchi T, Itou K, Ebizuka Y, Malpartida F, Hopwood DA, Surti CM, Booker-Milburn KI, Stephenson GR, Ichinose K.#2000#Chemical characterisation of disruptants of the Streptomyces coelicolor A3(2) actVI genes involved in actinorhodin biosynthesis.#J Antibiot (Tokyo).#53#144-152#;10.7164/antibiotics.53.144
ACTS14;;Taguchi T, Itou K, Ebizuka Y, Malpartida F, Hopwood DA, Surti CM, Booker-Milburn KI, Stephenson GR, Ichinose K.#2000#Chemical characterisation of disruptants of the Streptomyces coelicolor A3(2) actVI genes involved in actinorhodin biosynthesis.#J Antibiot (Tokyo).#53#144-152#;10.7164/antibiotics.53.144
ACTS15;;Taguchi T, Itou K, Ebizuka Y, Malpartida F, Hopwood DA, Surti CM, Booker-Milburn KI, Stephenson GR, Ichinose K.#2000#Chemical characterisation of disruptants of the Streptomyces coelicolor A3(2) actVI genes involved in actinorhodin biosynthesis.#J Antibiot (Tokyo).#53#144-152#;10.7164/antibiotics.53.144
ACTS16;;Okamoto S, Taguchi T, Ochi K, Ichinose K.#2009#Biosynthesis of actinorhodin and related antibiotics: discovery of alternative routes for quinone formation encoded in the act gene cluster.#Chem Biol.#16#226-236##Kendrew SG, Hopwood DA, Marsh EN.#1997#Identification of a monooxygenase from Streptomyces coelicolor A3(2) involved in biosynthesis of actinorhodin: purification and characterization of the recombinant enzyme.#J Bacteriol.#179#4305-4310#;10.1016/j.chembiol.2009.01.015
ACTS16b;;;
ACTS17;;Valton J, Mathevon C, Fontecave M, Nivière V, Ballou DP.#2008#Mechanism and regulation of the Two-component FMN-dependent monooxygenase ActVA-ActVB from Streptomyces coelicolor.#J Biol Chem.#283#10287-10296#;10.1074/jbc.M709730200
ACTS18;Required to produce actinorhodin;;
ACTS19;Required to produce actinorhodin;;
ACTS2;;Matharu AL, Cox RJ, Crosby J, Byrom KJ, Simpson TJ.#1998#MCAT is not required for in vitro polyketide synthesis in a minimal actinorhodin polyketide synthase from Streptomyces coelicolor.#Chem Biol.#5#699-711#;10.1016/S1074-5521(98)90663-9
ACTS3;;Matharu AL, Cox RJ, Crosby J, Byrom KJ, Simpson TJ.#1998#MCAT is not required for in vitro polyketide synthesis in a minimal actinorhodin polyketide synthase from Streptomyces coelicolor.#Chem Biol.#5#699-711#;10.1016/S1074-5521(98)90663-9
ACTS4;;Matharu AL, Cox RJ, Crosby J, Byrom KJ, Simpson TJ.#1998#MCAT is not required for in vitro polyketide synthesis in a minimal actinorhodin polyketide synthase from Streptomyces coelicolor.#Chem Biol.#5#699-711#;10.1016/S1074-5521(98)90663-9
ACTS5;;Matharu AL, Cox RJ, Crosby J, Byrom KJ, Simpson TJ.#1998#MCAT is not required for in vitro polyketide synthesis in a minimal actinorhodin polyketide synthase from Streptomyces coelicolor.#Chem Biol.#5#699-711#;10.1016/S1074-5521(98)90663-9
ACTS6;;Matharu AL, Cox RJ, Crosby J, Byrom KJ, Simpson TJ.#1998#MCAT is not required for in vitro polyketide synthesis in a minimal actinorhodin polyketide synthase from Streptomyces coelicolor.#Chem Biol.#5#699-711#;10.1016/S1074-5521(98)90663-9
ACTS7;;Matharu AL, Cox RJ, Crosby J, Byrom KJ, Simpson TJ.#1998#MCAT is not required for in vitro polyketide synthesis in a minimal actinorhodin polyketide synthase from Streptomyces coelicolor.#Chem Biol.#5#699-711#;10.1016/S1074-5521(98)90663-9
ACTS8;;Matharu AL, Cox RJ, Crosby J, Byrom KJ, Simpson TJ.#1998#MCAT is not required for in vitro polyketide synthesis in a minimal actinorhodin polyketide synthase from Streptomyces coelicolor.#Chem Biol.#5#699-711#;10.1016/S1074-5521(98)90663-9
ACTS9;;Matharu AL, Cox RJ, Crosby J, Byrom KJ, Simpson TJ.#1998#MCAT is not required for in vitro polyketide synthesis in a minimal actinorhodin polyketide synthase from Streptomyces coelicolor.#Chem Biol.#5#699-711#;10.1016/S1074-5521(98)90663-9
ADA;;Pornbanlualap S, Chalopagorn P.#2011#Adenosine deaminase from Streptomyces coelicolor: recombinant expression, purification and characterization.#Protein Expr Purif.#78#167-173#;10.1016/j.pep.2011.04.003
ADAPAT;;;
ADCL;Required for growth (tetrahydrofolate biosynthesis);;
