Rxn,Rxn Name,Rxn KEGG ID,Reversibility in model,dG0_prime,delta_dG0_prime,dGm_prime,delta_dGm_prime
ACONTa,"aconitase (half-reaction A, Citrate hydro-lyase)",R01325,reversible,8.31440554420692,1.7632915006480696,8.31440554420692,1.7632915006480696
ACONTb,"aconitase (half-reaction B, Isocitrate hydro-lyase)",R01900,reversible,-0.6850287439320937,1.7244016490666507,-0.6850287439320937,1.7244016490666507
ACOTA,acetylornithine transaminase,R02283,reversible,-11.56292445076383,8.5258305073264,-11.56292445076383,8.5258305073264
ACPS1,acyl-carrier protein synthase,R01625,forward,359.64080864059497,282842.7127356948,359.64080864059497,282842.7127356948
ACPSact,acyl-carrier protein synthase (actinorhodin),R01625,forward,359.64080864059497,282842.7127356948,359.64080864059497,282842.7127356948
ACPScda,acyl-carrier protein synthase (calcium-dependent antibiotics),R01625,forward,359.64080864059497,282842.7127356948,359.64080864059497,282842.7127356948
ACPSredL,acyl-carrier protein synthase (redL),R01625,forward,359.64080864059497,282842.7127356948,359.64080864059497,282842.7127356948
ACPSredN,acyl-carrier protein synthase (redN),R01625,forward,359.64080864059497,282842.7127356948,359.64080864059497,282842.7127356948
ACPSredQ,acyl-carrier protein synthase (redQ),R01625,forward,359.64080864059497,282842.7127356948,359.64080864059497,282842.7127356948
ACPpds,acyl-carrier-protein phosphodiesterase,R01623,forward,-396.002489010914,282842.7127127766,-413.117326545635,282842.7127127766
ACPpdsact,acyl-carrier-protein phosphodiesterase (actinorhodin),R01623,forward,-396.002489010914,282842.7127127766,-413.117326545635,282842.7127127766
ACPpdscda,acyl-carrier-protein phosphodiesterase (calcium-dependent antibiotics),R01623,forward,-396.002489010914,282842.7127127766,-413.117326545635,282842.7127127766
ACPpdsredL,acyl-carrier-protein phosphodiesterase (redL),R01623,forward,-396.002489010914,282842.7127127766,-413.117326545635,282842.7127127766
ACPpdsredN,acyl-carrier-protein phosphodiesterase (redN),R01623,forward,-396.002489010914,282842.7127127766,-413.117326545635,282842.7127127766
ACPpdsredQ,acyl-carrier-protein phosphodiesterase (redQ),R01623,forward,-396.002489010914,282842.7127127766,-413.117326545635,282842.7127127766
ACS,acetyl-CoA synthetase,R00235,forward,-4.472773446462497,0.8634602896060661,-4.472773446462497,0.8634602896060661
ACS2,acetyl-CoA synthase (propionate),R00925,forward,6.167071887426118,3.0563238654214095,6.167071887426118,3.0563238654214095
ACTCOALIG,acetate-CoA ligase (ADP-forming),R00229,reversible,3.583594504932762,0.7289169688098303,3.583594504932762,0.7289169688098303
ACTS1,Malonyl-CoA-ACP transacylase (actinorhodin ACP),R01626,reversible,427.466295735127,282842.71248524537,427.466295735127,282842.71248524537
ACTS14,actVI dehydratase,R09308,forward,-69.84716006275077,3.839148191488782,-69.84716006275077,3.839148191488782
ACTS15,actVI oxidoreductase,R06695,forward,18.626718534463606,3.405058829812898,18.626718534463606,3.405058829812898
ACTS16,actVA-5/actVB monooxygenase,R06696,forward,-385.93452634141414,7.7288258684820175,-368.8196888066931,7.7288258684820175
ACTS17,R09312,R09312,forward,89.26955477711786,200000.001007702,72.15471724239683,200000.001007702
ADA,Adenosine deaminase,R01560,forward,-22.955257481733668,1.5164144735205438,-40.0700950164547,1.5164144735205438
ADCL,4-aminobenzoate synthase,R05553,forward,-61.396093291098914,13.912968897107223,-78.51093082581994,13.912968897107223
ADCS,4-amino-4-deoxychorismate synthase,R01716,forward,-16.245891661077394,3.704262788500038,-16.245891661077394,3.704262788500038
ADK1,adenylate kinase,R00127,reversible,1421.0872452510978,2.917472235906878,1438.202082785819,2.917472235906878
ADMDC,adenosylmethionine decarboxylase,R00178,forward,-30.77928330663599,7.506705984644813,-47.89412084135702,7.506705984644813
ADNCYC,adenylate cyclase,R00089,forward,7.045964227900242,2.5076049491830847,-10.068873306820791,2.5076049491830847
ADNK1,adenosine kinase,R00185,forward,-12.195615299637893,1.5484868207979934,-12.195615299637893,1.5484868207979934
ADNUC,adenosine hydrolase,R01245,forward,-4.870806568001655,2.2328216777425434,-21.985644102722688,2.2328216777425434
ADPRDP,ADPribose diphosphatase,R01054,forward,-22.22846047432941,7.4217904739687866,-39.34329800905044,7.4217904739687866
ADPT,adenine phosphoribosyltransferase,R00190,forward,-17.150173532111694,1.8093625591650815,-17.150173532111694,1.8093625591650815
ADPT2,Adenine phosphoribosyltransferase,R04378,forward,-30.474284739446716,9.033495517989136,-30.474284739446716,9.033495517989136
ADSK,adenylyl-sulfate kinase,R00509,forward,-13.66997758829234,7.493028216008429,-13.66997758829234,7.493028216008429
ADSL1r,adenylsuccinate lyase,R01083,reversible,10.103373588556224,2.9694488952617344,-7.01146394616481,2.9694488952617344
ADSL2r,adenylosuccinate lyase,R04559,reversible,12.284545472484751,3.600072267096502,-4.830292062236282,3.600072267096502
ADSS,adenylosuccinate synthase,R01135,forward,11.486927435413008,3.5034624485476757,11.486927435413008,3.5034624485476757
AGDC,N-acetylglucosamine-6-phosphate deacetylase,R02059,forward,-6.928397261822283,4.128912574394755,-24.043234796543317,4.128912574394755
AGMDA,agmatine deiminase,R01416,forward,-35.70038697555637,4.173733050405137,-52.8152245102774,4.173733050405137
AGMT,agmatinase,R01157,forward,-57.68939110404519,4.5685572668428005,-74.80422863876623,4.5685572668428005
AGPR,N-acetyl-g-glutamyl-phosphate reductase,R03443,reversible,7.83427846350196,1.1361768205663099,24.949115998222993,1.1361768205663099
AGT,alanine:glyoxylate aminotransferase;alanine--glyoxylate aminotransferase;serine--pyruvate aminotransferase,R00369,reversible,-8.279910936753566,1.7990793804529994,-8.279910936753566,1.7990793804529994
AHCi,adenosylhomocysteinase,R00192,reversible,34.73684238014181,3.682497073390361,17.622004845420776,3.682497073390361
AHSERL2,O-acetylhomoserine (thiol)-lyase,R01287,reversible,-65.23703968029129,8.368345435502047,-65.23703968029129,8.368345435502047
AICART,phosphoribosylaminoimidazolecarboxamide formyltransferase,R04560,reversible,5.950941513881162,5.536192412294215,5.950941513881162,5.536192412294215
AIRCr,phosphoribosylaminoimidazole carboxylase,R04209,reversible,5.638894594630472,8.22791356021836,22.753732129351505,8.22791356021836
AKGDH,2-Oxogluterate dehydrogenase,R08549,forward,-35.67837669476165,7.971214725204675,-35.67837669476165,7.971214725204675
AKGDH2,2-Oxogluterate dehydrogenase (NADP via ferredoxin),R00265,forward,-34.68902453243794,7.976023233939535,-34.68902453243794,7.976023233939535
AKP1,alkaline phosphatase (Dihydroneopterin),R04620,forward,1726.7732621488708,2.784846546021462,1709.6584246141497,2.784846546021462
ALAALAD,D-alanine-D-alanine dipeptidase,R07651,forward,80.77646980925697,7.066608738688886,80.77646980925697,7.066608738688886
ALAALAr,D-alanine-D-alanine ligase,R01150,forward,-107.16926330690535,7.070617639189476,-124.28410084162638,7.070617639189476
ALAD_L,L-alanine dehydrogenase,R00396,forward,37.708527872304444,0.7393912182582855,20.59369033758341,0.7393912182582855
ALALAC,D-alanine-D-lactate ligase,R09588,forward,-5.063016039626575,7.793726698650489,-5.063016039626575,7.793726698650489
ALAR,alanine racemase,R00401,reversible,-0.03994606860028682,1.0158090184854103,-0.03994606860028682,1.0158090184854103
ALAS,5-aminolevulinate synthase,R00830,forward,7.790050922655965,10.631093568448547,-9.324786612065068,10.631093568448547
ALATA_D2,D-alanine transaminase,R01147,forward,1.1316022586308918,1.6511628478214726,1.1316022586308918,1.6511628478214726
ALATA_L,L-alanine transaminase,R00258,reversible,-0.22369263657134297,0.5363756379169947,-0.22369263657134297,0.5363756379169947
ALCD19,alcohol dehydrogenase (glycerol),R01036,reversible,-39.583191496660675,2.0848095037808547,-39.583191496660675,2.0848095037808547
ALCD19y,"alcohol dehydrogenase (glycerol, NADP)",R01041,reversible,-40.57254365898427,2.0821254245493783,-40.57254365898427,2.0821254245493783
ALCD2x,alcohol dehydrogenase (ethanol),R00754,reversible,21.68319637530999,0.5902455749176434,21.68319637530999,0.5902455749176434
ALCD2y,"alcohol dehydrogenase (ethanol, NADP)",R00746,reversible,22.672548537633645,0.6798096986094675,22.672548537633645,0.6798096986094675
ALDD1,"aldehyde dehydrogenase (formaldehyde, NAD)",R00604,forward,-42.99836624438214,4.248166063918044,-42.99836624438214,4.248166063918044
ALDD19xr,"aldehyde dehydrogenase (phenylacetaldehyde, NAD)",R02536,forward,-35.35091635431061,7.679489808142191,-35.35091635431061,7.679489808142191
ALDD2x,"aldehyde dehydrogenase (acetaldehyde, NAD)",R00710,forward,-46.98078816884987,1.5089747998879641,-46.98078816884987,1.5089747998879641
ALDH,Aldehyde dehydrogenase (NAD+),R03869,forward,-38.390448261247485,1.0588997252238437,-38.390448261247485,1.0588997252238437
ALLTAMH2,allantoate amidohydrolase,R02423,forward,-1.6314052277687665,12.755994808299766,-35.86108029721083,12.755994808299766
ALLTN,allantoinase,R02425,forward,-53.70740376573974,10.454712153770958,-53.70740376573974,10.454712153770958
AMAOTr,adenosylmethionine-8-amino-7-oxononanoate transaminase,R03231,reversible,-0.6177965213558991,0.0,-0.6177965213558991,0.0
AMMQT9,demethylmenaquinone methyltransferase,R04993,reversible,15.687405253730958,100000.00068777,15.687405253730958,100000.00068777
AMPTASECG,alanyl aminopeptidase (cys-gly),R00899,forward,6.635983449137456,7.757163213851403,-10.478854085583578,7.757163213851403
ANPRT,anthranilate phosphoribosyltransferase,R01073,forward,-54.4953738682857,3.173830215622161,-54.4953738682857,3.173830215622161
ANS,anthranilate synthase,R00986,forward,-77.64478128386276,13.783958321325182,-94.75961881858379,13.783958321325182
ANTDIOx,anthranilate dioxygenase (NADH),R00823,forward,-466.2506353521056,10.94420106919157,-483.36547288682664,10.94420106919157
ANTDIOy,anthranilate dioxygenase (NADPH),R00825,forward,-467.2399875144293,10.94635292540801,-484.35482504915035,10.94635292540801
AOBUTDs,L-2-amino-3-oxobutanoate decarboxylation (spontaneous),R03758,forward,-28.2541055223964,7.506705984644813,-45.368943057117434,7.506705984644813
APAT2r,3-Aminopropanoate:2-oxoglutarate aminotransferase,R00908,reversible,-4.222966548363559,3.085362507272269,-4.222966548363559,3.085362507272269
APATc,acetyl-CoA synthetase,R01354,forward,1179.4231993245157,100000.00029517323,1179.4231993245157,100000.00029517323
APATr,beta-alanine aminotransferase;beta-alanine transaminase,R00907,reversible,3.9992739117922724,3.038381637702967,3.9992739117922724,3.038381637702967
APCS,aminopropylcadaverine synthase,R08359,forward,18.120134639226876,100000.00019946886,18.120134639226876,100000.00019946886
APRAUR,5-amino-6-(5-phosphoribosylamino)uracil reductase,R03458,forward,-27.530731166118812,1.362705236623351,-27.530731166118812,1.362705236623351
APTNAT,5-aminopentanoate:2-oxoglutarate aminotransferase,R02274,reversible,-0.20674900250003247,1.2447296793876472,-0.20674900250003247,1.2447296793876472
ARAB2r,aldehyde reductase,R01758,reversible,-14.933004329667199,7.436255222632778,-14.933004329667199,7.436255222632778
ARAI,L-arabinose isomerase,R01761,reversible,4.898114096524296,1.7684951944856087,4.898114096524296,1.7684951944856087
ARGDr,Arginine Deiminase,R00552,forward,-34.69890894914205,5.295625254215754,-51.813746483863085,5.295625254215754
ARGSL,argininosuccinate lyase,R01086,reversible,12.44860765558144,3.8554434897041943,-4.666229879139593,3.8554434897041943
ARGSS,argininosuccinate synthase,R01954,forward,1.7321038134439704,3.5791406743337877,1.7321038134439704,3.5791406743337877
ARGTRS,Arginyl-tRNA synthetase,R03646,forward,-518.4251837596603,282842.7126141472,-518.4251837596603,282842.7126141472
ASAD,aspartate-semialdehyde dehydrogenase,R02291,reversible,-14.367124869804911,1.8855357180342531,2.747712664916122,1.8855357180342531
ASNN,L-asparaginase,R00485,forward,-16.38071995813945,3.9898319646058904,-33.495557492860485,3.9898319646058904
ASNS1,asparagine synthase (glutamine-hydrolysing),R00578,forward,-29.496331889463903,3.8181762542587507,-46.611169424184936,3.8181762542587507
ASP1DC,aspartate 1-decarboxylase,R00489,forward,-29.434141186511795,9.171364928113057,-46.54897872123283,9.171364928113057
ASPCT,aspartate carbamoyltransferase,R01397,forward,-21.320975033892978,4.79483492534654,-21.320975033892978,4.79483492534654
ASPK,aspartate kinase,R00480,reversible,18.439595362441878,3.0587459654140066,18.439595362441878,3.0587459654140066
ASPO1,L-aspartate oxidase,R00357,forward,-76.21383348588446,10.60068417883357,-93.3286710206055,10.60068417883357
ASPO6,L-aspartate oxidase,R00481,forward,-52.71275648619547,12.874999585204272,-52.71275648619547,12.874999585204272
ASPT,aspartate ammonia-lyase,R00490,forward,13.930963968926847,0.7813242357529302,-3.183873565794187,0.7813242357529302
ASPTA,aspartate transaminase,R00355,reversible,2.883961001807336,0.5488333910674373,2.883961001807336,0.5488333910674373
ATAH,allantoicase,R02422,forward,1.472817291183219,3.840636657341681,-15.642020243537814,3.840636657341681
ATNS_nh4,chorismate pyruvate-lyase (amino-accepting; anthranilate-forming),R00985,forward,-66.216890885303,13.70566364806875,-66.216890885303,13.70566364806875
ATPHs,ATP amine hydrolysis (spontaneous),R00088,forward,-57.818268489385076,3.8197376289688023,-74.93310602410611,3.8197376289688023
BACCL,biotin-[acetyl-CoA-carboxylase] ligase,R01074,forward,1167.0467948887992,100000.00002141399,1167.0467948887992,100000.00002141399
BDH,(R)-3-Hydroxybutanoate:NAD+ oxidoreductase,R01361,reversible,11.525494495355247,0.7945363179700562,11.525494495355247,0.7945363179700562
BETALDHx,betaine-aldehyde dehydrogenase,R02565,forward,-35.78146956623493,1.0588997252238437,-35.78146956623493,1.0588997252238437
BETALDHy,betaine-aldehyde dehydrogenase,R02566,forward,-34.79211740391122,1.0805858270230615,-34.79211740391122,1.0805858270230615
BFBP,"beta-D-Fructose 1,6-bisphosphate 1-phosphohydrolase",R04780,forward,-9.510741117563413,0.7327141857603083,-26.625578652284446,0.7327141857603083
BGLA,b-glucosidase (cellobiose),R00306,forward,416.8098030175179,2.4096488086533947,416.8098030175179,2.4096488086533947
BPNT,"3',5'-bisphosphate nucleotidase",R00188,forward,-10.778596498674233,7.22425468285746,-27.893434033395266,7.22425468285746
BTAOR,betaine aldehyde:oxygen oxidoreductase,R08211,forward,-152.8114845628024,10.603202627886574,-152.8114845628024,10.603202627886574
CARNOX,Carnitine:NAD+ 3-oxidoreductase,R02395,reversible,23.55496687773882,70710.67861141222,23.55496687773882,70710.67861141222
CAT,catalase,R00009,forward,-104.73318137874239,10.626303488804414,-104.73318137874239,10.626303488804414
CBPS,carbamoyl-phosphate synthase (glutamine-hydrolysing),R00575,forward,-878.7285425542746,4.479754580581683,-895.8433800889956,4.479754580581683
CCCR,crotonyl-CoA carboxylase/reductase,R09291,forward,-34.45747521538601,11.397187312978497,-17.34263768066498,11.397187312978497
CDAS1,Malonyl-CoA-ACP transacylase (calcium-dependent antibiotics ACP),R01626,reversible,427.466295735127,282842.71248524537,427.466295735127,282842.71248524537
CDAS13,4-hydroxymandelate synthase,R06632,forward,-494.78133509026253,13.216761600808375,-494.78133509026253,13.216761600808375
CDAS14a,4-hydroxymandelate oxidase,R06633,forward,-97.12435274598056,10.563109427476896,-97.12435274598056,10.563109427476896
CDAS4,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),R04428,forward,-154.80662963113733,7.579530340300436,-154.80662963113733,7.579530340300436
CDPMEK,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,R05634,forward,-5.273968437899612,4.033728374404081,-5.273968437899612,4.033728374404081
CHIRAISO,R09307,R09307,reversible,27.772904687208467,20.738026232104886,27.772904687208467,20.738026232104886
CHOLD,choline dehydrogenase,R08557,forward,19.173196641660923,70710.67860684855,19.173196641660923,70710.67860684855
CHOLD2,Choline dehydrogenase,R01025,forward,2.185052349359637,70710.67890045019,2.185052349359637,70710.67890045019
CHORM,chorismate mutase,R01715,forward,-21.069205239604912,10.075318961559992,-21.069205239604912,10.075318961559992
CHORS,chorismate synthase,R01714,forward,-48.48880007104708,11.056239146194883,-65.60363760576811,11.056239146194883
CIGAMS,cys-1L-myo-inositol 2-deoxy-D-glucopyranoside synthase,R09591,forward,-45.72587587849648,3.380527704337232,-45.72587587849648,3.380527704337232
CITCIa2,(R)-2-Methylmalate hydro-lyase (2-methylmaleate-forming),R03896,reversible,9.152173170393326,2.776657095376134,9.152173170393326,2.776657095376134
CITCIb,2-methylmaleate hydratase,R03898,reversible,9.389516474669534,7.600553032829229,9.389516474669534,7.600553032829229
CITL,Citrate lyase,R00362,forward,4.626475341494853,0.9089100659830498,-12.48836219322618,0.9089100659830498
CITMS,(R)-citramalate synthase,R07399,reversible,-42.72351853977739,2.789885116470289,-42.72351853977739,2.789885116470289
CMLDC,4-carboxymuconolactone decarboxylase,R03470,forward,-84.45249738787601,8.639659398299735,-101.56733492259704,8.639659398299735
CMPA,N-carbamoylputrescine amidase,R01152,forward,-60.351008747432076,8.389248820008017,-94.58068381687414,8.389248820008017
CPPPGO2,Oxygen Independent coproporphyrinogen-III oxidase,R06895,forward,388.82771672910167,100000.00068972215,354.5980416596596,100000.00068972215
CS,citrate synthase,R00351,forward,-34.6028633440759,0.9305521760769476,-34.6028633440759,0.9305521760769476
CSND,Cytosine deaminase,R00974,forward,-29.856253507230562,8.219409723808491,-46.971091041951595,8.219409723808491
CTPS1,CTP synthase (NH3),R00571,forward,-1.3911376699156222,3.2774233426529467,-1.3911376699156222,3.2774233426529467
CTPS2,CTP synthase (glutamine),R00573,forward,-12.819028068475774,3.9201732850353506,-29.933865603196807,3.9201732850353506
CYO1ab,Ubiquinol:ferricytochrome-c oxidoreductase,R02161,reversible,20.57880929807459,282842.71255453833,20.57880929807459,282842.71255453833
CYO2b,cytochrome aa3 oxidase (2 protons),R00081,forward,-157.62332557362916,282842.7125761759,-140.50848803890813,282842.7125761759
CYSDS,Cysteine Desulfhydrase,R00782,forward,-2.680870633730933,8.802990437314493,-36.910545703173,8.802990437314493
CYSS,cysteine synthase,R00897,forward,-49.23120502726789,9.43769327172413,-49.23120502726789,9.43769327172413
CYSTGL,cystathionine g-lyase,R01001,forward,2.0681737641292273,8.926216642335842,-32.16150130531284,8.926216642335842
CYSTL,cystathionine b-lyase,R01286,forward,1.2584615161906072,5.24394346624118,-32.97121355325146,5.24394346624118
CYSTS,cystathionine beta-synthase,R01290,forward,-29.91943721614466,5.231215245554406,-12.804599681423628,5.231215245554406
CYTD,cytidine deaminase,R01878,forward,-15.772396016391724,1.736130613490631,-32.88723355111276,1.736130613490631
CYTDH,Cytidine hydrolase,R02137,forward,1.5188425038447928,8.285574665786434,-15.59599503087624,8.285574665786434
CYTDK1,cytidine kinase,R00513,forward,-10.985167125832959,2.8268682641941325,-10.985167125832959,2.8268682641941325
CYTDK2,cytidine kinase,R00517,forward,-8.51464057420651,3.108240822234185,-8.51464057420651,3.108240822234185
CYTK1,cytidylate kinase (CMP),R00512,reversible,-3.20747670126093,2.981484191230764,-3.20747670126093,2.981484191230764
CYTK2,cytidylate kinase (dCMP),R01665,reversible,-3.1457215771017673,2.981484191230751,-3.1457215771017673,2.981484191230751
D4DGCD,5-dehydro-4-deoxyglucarate dehydratase,R02279,forward,-61.70045647046521,7.574857920125715,-78.81529400518625,7.574857920125715
D5KGK,5-dehydro-2-deoxygluconokinase,R05661,forward,-14.58201048587739,0.8125561381481559,-14.58201048587739,0.8125561381481559
D5KGPA,5-dehydro-2-deoxyphosphogluconate aldolase,R05378,reversible,-2.1288030869570775,8.295527199499476,-19.24364062167811,8.295527199499476
DABAACT,"L-2,4-diaminobutyrate acetyltransferase",R06978,forward,-20.95647598694336,1.5929130387853665,-20.95647598694336,1.5929130387853665
DABAAT,DABA aminotransferase,R06977,reversible,19.337826783725518,8.154418673544827,19.337826783725518,8.154418673544827
DADA,Deoxyadenosine deaminase,R02556,forward,-20.544766771593345,3.6243407537972465,-37.65960430631438,3.6243407537972465
DADK,deoxyadenylate kinase,R01547,reversible,-0.4415977132644002,1.5141335635393005,-0.4415977132644002,1.5141335635393005
DAPDC,diaminopimelate decarboxylase,R00451,forward,-25.724077984675773,7.91445775207181,-42.83891551939681,7.91445775207181
