"BGLA","b-glucosidase (cellobiose)","R00306","forward only","-12.9 ± 3.7","reversible "
"CYTDH","Cytidine hydrolase","R02137","forward only","1.5 ± 8.4","reversible "
"ABTDG","D-arabinitol 4-dehydrogenase (NAD)","R05604","forward only","12.5 ± 7.2","reversible "
"DCH","diacetylchitobiose hydrolase","R00022","forward only","-30.9 ± 10.8 ",""
"DDGLK","2-dehydro-3-deoxygluconokinase","R01541","forward only","-20.5 ± 7.7","reversible "
"DHACOAH","2,3-dehydroadipyl-CoA hydratase","R06942","reversible","-0.7 ± 2.9",""
"DHAK","dihydroxyacetone kinase","R01011","forward only","-13.7 ± 4.3 ","reversible "
"D4DGCD","5-dehydro-4-deoxyglucarate dehydratase","R02279","forward only","-70.4 ± 6.4",""
"DRBK","Deoxyribokinase","R02750","forward only","-33.3 ± 4.7",""
"DRPA","deoxyribose-phosphate aldolase","R01066","forward only","3.1 ± 3.0","reversible "
"DTARTD","D(-)-tartrate dehydratase","R00340","forward only","-35.3 ± 3.9",""
"EPMGH","epimelibiose galactohydrolase","R01329","forward only","-14.1 ± 5.6","reversible "
"FDH","formate dehydrogenase","R00519","forward only","-14.1 ± 6.5","reversible "
"FORCT","Formyl-CoA Transferase","R07290","reversible","1.6 ± 11.4",""
"FRUK","fructose-1-phosphate kinase","","forward only","",""
"G3PD2","glycerol-3-phosphate dehydrogenase (NADP)","R00844","reversible","27.4 ± 1.6",""
"G6PDA","glucosamine-6-phosphate deaminase","R00765","forward only","-14.9 ± 4.1","reversible "
"GAL6PI","galactose-6-phosphate isomerase","R03240","reversible","-1.4 ± 4.9",""
"GALCTND","galactonate dehydratase","R03033","forward only","-41.9 ± 2.4",""
"GALIGH","1-alpha-D-Galactosyl-myo-inositol galactohydrolase","R01194","forward only","-21.6 ± 4.6","reversible "
"GALS3","a-galactosidase (melibiose)","R01101","forward only","-27.8 ± 3.3","reversible "
"GGLGH","galactosylglycerol galactohydrolase","R01104","forward only","-20.5 ± 5.9","reversible "
"GLCATr","D-glucose O-acetyltransferase","","reversible","",""
"GLCRAL","5-dehydro-4-deoxyglucarate aldolase","R02754","forward only","4.7 ± 5.5","reversible "
"GLCRD","glucarate dehydratase","R02752","forward only","-41.9 ± 2.4",""
"GLYALDDr","D-Glyceraldehyde dehydrogenase","R01752","reversible","-49.4 ± 3.1","Forward only"
"GLYCDx","Glycerol dehydrogenase","R01034","forward only","24.6 ± 3.6","reversible "
"GLYCTO1","Glycolate oxidase","R00475","forward only","-88.8 ± 8.4",""
"GLYCTO3","Glycolate oxidase","","forward only","",""
"GLYK","glycerol kinase","R00847","forward only","-15.6 ± 4.1","reversible "
"GNK","gluconokinase","R01737","forward only","-10.1 ± 6.4","reversible "
"HADPCOADH3","3-hydroxyadipyl-CoA dehydrogenase (NAD+)","R06941","reversible","20.6 ± 1.9",""
"HEX4","hexokinase (D-mannose:ATP)","R01326","forward only","-16.8 ± 2.8","reversible "
"HEX7","hexokinase (D-fructose:ATP)","R00760","forward only","-22.6 ± 2.9","reversible "
"HPYRI","hydroxypyruvate isomerase","R01394","reversible","1.4 ± 3.4",""
"IDOND","L-idonate 5-dehydrogenase","R05683","reversible","-20.6 ± 1.9",""
"IDOND2","L-idonate 5-dehydrogenase (NADP)","R05684","forward only","-21.6 ± 2.0 ",""
"LACZ","b-galactosidase","R01100","forward only","-28.0 ± 2.1",""
"LCADi","lactaldehyde dehydrogenase","R01446","forward only","-45.8 ± 4.0",""
"LYXI","Lyxose isomerase","R01906","forward only","-12.7 ± 4.9","reversible "
"MALT","alpha-glucosidase","R00028","forward only","-31.7 ± 3.1",""
"MALTATr","maltose O-acetyltransferase","R01556","reversible","-2.7 ± 7.2",""
"MAN6PI","mannose-6-phosphate isomerase","R00772","reversible","-0.7 ± 2.3",""
"MELTGH","melibiitol galactohydrolase","R02926","forward only","-15.6 ± 5.8","reversible "
"MLTG1","Maltodextrin glucosidase (maltotriose)","","forward only","",""
"MLTG1e","Maltodextrin glucosidase (maltotriose)","","forward only","",""
"MLTG2","Maltodextrin glucosidase (maltotetraose)","","forward only","",""
"MLTG2e","Maltodextrin glucosidase (maltotetraose)","","forward only","",""
"MLTG3","Maltodextrin glucosidase (maltopentaose)","","forward only","",""
"MLTG3e","Maltodextrin glucosidase (maltopentaose)","","forward only","",""
"MLTG4","Maltodextrin glucosidase (maltohexaose)","","forward only","",""
"MLTG4e","Maltodextrin glucosidase (maltohexaose)","","forward only","",""
"MLTG5","Maltodextrin glucosidase (maltoheptaose)","","forward only","",""
"MLTG5e","Maltodextrin glucosidase (maltoheptaose)","","forward only","",""
"MLTP1","Maltodextrin phosphorylase (maltopentaose)","","reversible","",""
"MLTP2","Maltodextrin phosphorylase (maltohexaose)","","reversible","",""
"MLTP3","Maltodextrin phosphorylase (maltoheptaose)","","reversible","",""
"MNLDH2","mannitol 2-dehydrogenase","R00868","forward only","18.4 ± 3.6","reversible "
"MTI","maltose trehalose isomerase","R01557","reversible","2.9 ± 3.6",""
"OXCDC","Oxalyl-CoA decarboxylase","R01908","forward only","-36.1 ± 11.0",""
"OXDHCOAT","3-oxo-5,6-dehydrosuberyl-CoA thiolase","","forward only","",""
"PACCOAE","ring 1,2-phenylacetyl-CoA epoxidase (NADPH)","R09838","forward only","",""
"PACCOAL","phenylacetate-CoA ligase","R02539","forward only","-11.1 ± 16.9","reversible "
"PHACTE","phenylacetyl-CoA thioesterase","R09840","forward only","-40.5 ± 16.9",""
"PFK_2","Phosphofructokinase","R03236","forward only","-16.9 ± 2.4","reversible "
"PGMT","phosphoglucomutase","R08639","reversible","-7.4 ± 1.5",""
"PMANM","phosphomannomutase","R01818","reversible","",""
"PPAKr","Propionate kinase","R01353","reversible","-32.2 ± 5.7","Forward only"
"PPM","phosphopentomutase","R01057","reversible","-11.7 ± 3.0",""
"PPM2","phosphopentomutase 2 (deoxyribose)","R02749","reversible","-28.9 ± 6.7",""
"PTA2","Phosphate acetyltransferase","R00921","forward only","18.0 ± 6.6 ","reversible "
"RAFGH","raffinose galactohydrolase","R01103","forward only","-16.1 ± 8.5","reversible "
"RBK","ribokinase","R01051","forward only","-25.0 ± 3.4","reversible "
"RBK_L1","L-ribulokinase (L-ribulose)","R02439","forward only","-12.3 ± 4.6","reversible "
"RBP4E","L-ribulose-phosphate 4-epimerase","R05850","reversible","-0.5 ± 2.6",""
"REPHACCOAI","ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)","R09837","reversible","",""
"RMI","L-rhamnose isomerase","R02437","reversible","-3.5 ± 2.8",""
"RMK","rhamnulokinase","R03014","forward only","-2.2 ± 5.4","reversible "
"RMPA","Rhamnulose-1-phosphate aldolase","R02263","reversible","-10.7 ± 5.8",""
"SBTO","D-sorbitol oxidase","","forward only","",""
"SUCR","sucrose hydrolyzing enzyme","R00801","forward only","-34.0 ± 3.6",""
"TAUDO","Taurine dioxygenase","R05320","forward only","",""
"TGBPA","Tagatose-bisphosphate aldolase","R01069","reversible","0.7 ± 4.4",""
"TRE6PP","trehalose-phosphatase","R02778","forward only","-24.3 ± 4.4","reversible "
"TRE6PS","alpha,alpha-trehalose-phosphate synthase (UDP-forming)","R00836","forward only","-15.2 ± 3.7","reversible "
"TRSARr","tartronate semialdehyde reductase","R01745","reversible","33.3 ± 3.3","Forward only"
"UDPG4E","UDPglucose 4-epimerase","R00291","reversible","2.9 ± 1.6",""
"UGLT","UDPglucose--hexose-1-phosphate uridylyltransferase","R00955","reversible","-2.9 ± 3.4",""
"URIH","Uridine hydrolase","R01080","forward only","-29.7 ± 4.3",""
"X5PL3E","L-xylulose 5-phosphate 3-epimerase","R03244","forward only","0.8 ± 4.2","reversible "
"XYLI1","xylose isomerase","R01432","reversible","3.7 ± 1.2",""
"XYLI2","xylose isomerase","R00307","reversible","7.8 ± 2.8",""
"XYLK","xylulokinase","R01639","forward only","-23.2 ± 4.0","reversible "
"XYLK2","L-xylulokinase","R01901","forward only","-21.5 ± 4.9","reversible "
"XYLTO","xylitol oxidase","R07152","forward only","-117.0 ± 8.5",""
"ICL","Isocitrate lyase","R00479","forward only","-8.5 ± 2.7 ","reversible "
"MALS","malate synthase","R00472","forward only","-32.7 ± 4.1",""
"ME1","malic enzyme (NAD)","R00214","forward only","-4.1 ± 6.2","reversible "
"ME2","malic enzyme (NADP)","R00216","forward only","  -3.1 ± 6.2","reversible "
"PEPCK","phosphoenolpyruvate carboxykinase (GTP)","R00431","forward only","-4.3 ± 6.7","reversible "
"PPA","inorganic diphosphatase","R00004","forward only","-32.9 ± 0.4",""
"PPA_1","inorganic diphosphatase (one proton translocation)","R00004","forward only","",""
"PPC","phosphoenolpyruvate carboxylase","R00345","forward only","-36.7 ± 6.2",""
"4HGLSD","L-4-hydroxyglutamate semialdehyde dehydrogenase","R05051","forward only","-37.0 ± 2.2",""
"ABTA","4-aminobutyrate transaminase","R01648","forward only","6.1 ± 2.9","reversible "
"ABUTD","Aminobutyraldehyde dehydrogenase","R02549","forward only","-47.6 ± 4.3",""
"ACGK","acetylglutamate kinase","R02649","forward only","30.3 ± 6.8","Revers only "
"ACGS","N-acetylglutamate synthase","R00259","forward only","-27.7 ± 6.4","reversible "
"ACOTA","acetylornithine transaminase","R02283","reversible","-11.6 ± 7.5",""
"ADMDC","adenosylmethionine decarboxylase","R00178","forward only","-39.5 ± 6.1",""
"AGMDA","agmatine deiminase","R01416","forward only","-52.8 ± 8.3",""
"AGMT","agmatinase","R01157","forward only","-74.8 ± 11.0",""
"AGPR","N-acetyl-g-glutamyl-phosphate reductase","R03443","reversible","24.9 ± 3.1",""
"AMPTASEPG","aminopeptidase (pro-gly)","","forward only","",""
"APCS","aminopropylcadaverine synthase","R08359","forward only","",""
"ARGDr","Arginine Deiminase","R00552","forward only","-51.8 ± 6.7",""
"ARGSL","argininosuccinate lyase","R01086","reversible","-4.7 ± 5.8",""
"ARGSS","argininosuccinate synthase","R01954","forward only","1.7 ± 2.9 ","reversible "
"CBPS","carbamoyl-phosphate synthase (glutamine-hydrolysing)","R00575","forward only","-25.4 ± 8.2","reversible "
"CMPA","N-carbamoylputrescine amidase","R01152","forward only","-86.1 ± 8.8",""
"DDPGA","2-dehydro-3-deoxy-phosphogluconate aldolase","R00471","reversible","0.7 ± 3.0",""
"EHGLAT","L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase","R05052","forward only","-11.1 ± 5.0","reversible "
"G5SADs","L-glutamate 5-semialdehyde dehydratase (spontaneous)","R03314","forward only","11.4 ± 9.5","reversible "
"G5SD","glutamate-5-semialdehyde dehydrogenase","R03313","forward only","-27.2 ± 3.1","reversible "
"GLU5K","glutamate 5-kinase","R00239","forward only","26.5 ± 4.5 ","reversible "
"HPROb","L-hydroxyproline reductase (NADP)","R03293","forward only","-53.2 ± 16.2",""
"MTAN","methylthioadenosine nucleosidase","R01401","forward only","-28.8 ± 9.1","reversible "
"OCT","ornithine carbamoyltransferase (irreversible)","R01398","forward only","-28.9 ± 5.8","reversible "
"ORNDC","Ornithine Decarboxylase","R00670","forward only","-61.2 ± 11.0",""
"ORNTA","ornithine transaminase","R00667","forward only","-20.8 ± 8.8","reversible "
"ORNTAC","ornithine transacetylase","R02282","reversible","3.1 ± 5.8",""
"P5CD","1-pyrroline-5-carboxylate dehydrogenase","R00707","forward only","-55.2 ± 10.2",""
"P5CR","pyrroline-5-carboxylate reductase","R01251","forward only","-52.0 ± 5.8",""
"PHCD","L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase","R04444","forward only","-35.1 ± 9.3",""
"PHCHGS","L-1-Pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-Hydroxyglutamate semialdehyde","R04443","reversible","1.9 ± 8.8",""
"PROD2","Proline dehydrogenase","R10507","forward only","34.1 ± 8.3","Revers only "
"PTRCTA","Putrescine Transaminase","R01155","forward only","2.2 ± 3.7","reversible "
"PUTA3","L-Glutamate 5-semialdehyde:NAD+ oxidoreductase","R00245","forward only","-43.7 ± 3.9",""
"SSALy","succinate-semialdehyde dehydrogenase (NADP)","R00714","forward only","-31.9 ± 4.7",""
"UREA","urease","R00131","forward only","-64.1 ± 9.0",""
"3OADPCOAT","3-oxoadipate CoA-transferase","R02990","forward only","-3.2 ± 15.4","reversible "
"CMLDC","4-carboxymuconolactone decarboxylase","R03470","forward only","-93.1 ± 10.4",""
"MUCCY","3-carboxy-cis,cis-muconate cycloisomerase","R03307","forward only","-7.7 ± 7.0","reversible "
"OXOAEL","3-oxoadipate enol-lactone hydrolase","R02991","forward only","11.5 ± 7.7","reversible "
"PCADYOX","protocatechuate 3,4-dioxygenase","R01631","forward only","-296.1 ± 10.5",""
"VNTDM","vanillate:oxygen oxidoreductase (demethylating)","R05274","forward only","-367.2 ± 7.5",""
"AACOATi","Acetoacetyl-CoA:acetate CoA-transferase","R01357","forward only","1.2 ± 2.8","reversible "
"BDH","(R)-3-Hydroxybutanoate:NAD+ oxidoreductase","R01361","reversible","11.5 ± 1.5",""
"IBTMr","isobutyryl-CoA mutase (irreversible)","R01181","forward only","-2.7 ± 1.9","reversible "
"CDAS1","Malonyl-CoA-ACP transacylase (calcium-dependent antibiotics ACP)","R01626","reversible","",""
"CDAS10","fatty-acyl-ACP hydrolase","","forward only","",""
"CDAS11","acyl-CoA dehydrogenase (hexanoyl-CoA)","","forward only","",""
"CDAS12","hexenoyl-CoA monooxygenase","","forward only","",""
"CDAS13","4-hydroxymandelate synthase","R06632","forward only","-502.7 ± 12.1",""
"CDAS14a","4-hydroxymandelate oxidase","R06633","forward only","-113.5 ± 8.4",""
"CDAS14b","4-hydroxymandelate oxidase","","forward only","",""
"CDAS15","4-hydroxyphenylglycine aminotransferase","","reversible","",""
"CDAS16","glutamate-3-methyltransferase","","forward only","",""
"CDAS17","calcium-dependent antibiotics non-ribosomal peptide synthetase","","forward only","",""
"CDAS18","asparagine oxygenase (calcium-dependent antibiotics)","","forward only","",""
"CDAS19","3-hydroxyasparagine phosphotransferase (calcium-dependent antibiotics)","","forward only","",""
"CDAS2","beta-ketoacyl-ACP synthase (2) (calcium-dependent antibiotics ACP)","R10707","forward only","",""
"CDAS3","3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)","R04533","reversible","",""
"CDAS4","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)","R04428","forward only","",""
"CDAS5x","enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)","R04429","forward only","",""
"CDAS5y","enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0)","R04430","forward only","",""
"CDAS6","3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)","R04952","forward only","",""
"CDAS7","3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)","R04953","reversible","",""
"CDAS8","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)","R04954","forward only","",""
"CDAS9x","enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)","R04955","forward only","",""
"CDAS9y","enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)","R04956","forward only","",""
"3HAD100","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)","R04535","forward only","",""
"3HAD110","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C11:0)","","forward only","",""
"3HAD120","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)","R04965","forward only","",""
"3HAD121","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)","","forward only","",""
"3HAD130","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C13:0)","","forward only","",""
"3HAD140","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)","R04568","forward only","",""
"3HAD141","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)","","forward only","",""
"3HAD150","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C15:0)","","forward only","",""
"3HAD160","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)","R04544","forward only","",""
"3HAD161","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)","","forward only","",""
"3HAD170","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C17:0)","","forward only","",""
"3HAD180","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)","R07764","forward only","",""
"3HAD181","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)","","forward only","",""
"3HAD40","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)","R04428","forward only","",""
"3HAD50","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C5:0)","","forward only","",""
"3HAD60","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)","R04954","forward only","",""
"3HAD70","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C7:0)","","forward only","",""
"3HAD80","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)","R04537","forward only","",""
"3HAD90","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C9:0)","","forward only","",""
"3HADai110","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C11:0)","","forward only","",""
"3HADai130","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C13:0)","","forward only","",""
"3HADai150","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C15:0)","","forward only","",""
"3HADai170","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C17:0)","","forward only","",""
"3HADai70","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C7:0)","","forward only","",""
"3HADai90","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C9:0)","","forward only","",""
"3HADi100","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C10:0)","","forward only","",""
"3HADi110","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C11:0)","","forward only","",""
"3HADi120","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C12:0)","","forward only","",""
"3HADi130","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C13:0)","","forward only","",""
"3HADi140","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C14:0)","","forward only","",""
"3HADi150","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C15:0)","","forward only","",""
"3HADi160","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C16:0)","","forward only","",""
"3HADi170","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C17:0)","","forward only","",""
"3HADi180","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C18:0)","","forward only","",""
"3HADi60","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C6:0)","","forward only","",""
"3HADi70","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C7:0)","","forward only","",""
"3HADi80","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C8:0)","","forward only","",""
"3HADi90","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C9:0)","","forward only","",""
"3OAR100","3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)","R04534","reversible","",""
"3OAR110","3-oxoacyl-[acyl-carrier-protein] reductase (n-C11:0)","","reversible","",""
"3OAR120","3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)","R04964","reversible","",""
"3OAR121","3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)","","reversible","",""
"3OAR130","3-oxoacyl-[acyl-carrier-protein] reductase (n-C13:0)","","reversible","",""
"3OAR140","3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)","R04566","reversible","",""
"3OAR141","3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1)","","reversible","",""
"3OAR150","3-oxoacyl-[acyl-carrier-protein] reductase (n-C15:0)","","reversible","",""
"3OAR160","3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0)","R04543","reversible","",""
"3OAR161","3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1)","","reversible","",""
"3OAR170","3-oxoacyl-[acyl-carrier-protein] reductase (n-C17:0)","","reversible","",""
"3OAR180","3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)","R07763","reversible","",""
"3OAR181","3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)","","reversible","",""
"3OAR40","3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)","R04533","reversible","",""
"3OAR50","3-oxoacyl-[acyl-carrier-protein] reductase (n-C5:0)","","reversible","",""
"3OAR60","3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)","R04953","reversible","",""
"3OAR70","3-oxoacyl-[acyl-carrier-protein] reductase (n-C7:0)","","reversible","",""
"3OAR80","3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)","R04536","reversible","",""
"3OAR90","3-oxoacyl-[acyl-carrier-protein] reductase (n-C9:0)","","reversible","",""
"3OARai110","3-oxoacyl-[acyl-carrier-protein] reductase (ante-iso-C11:0)","","reversible","",""
"3OARai130","3-oxoacyl-[acyl-carrier-protein] reductase (ante-iso-C13:0)","","reversible","",""
"3OARai150","3-oxoacyl-[acyl-carrier-protein] reductase (ante-iso-C15:0)","","reversible","",""
"3OARai170","3-oxoacyl-[acyl-carrier-protein] reductase (ante-iso-C17:0)","","reversible","",""
"3OARai70","3-oxoacyl-[acyl-carrier-protein] reductase (ante-iso-C7:0)","","reversible","",""
"3OARai90","3-oxoacyl-[acyl-carrier-protein] reductase (ante-iso-C9:0)","","reversible","",""
"3OARi100","3-oxoacyl-[acyl-carrier-protein] reductase (iso-C10:0)","","reversible","",""
"3OARi110","3-oxoacyl-[acyl-carrier-protein] reductase (iso-C11:0)","","reversible","",""
"3OARi120","3-oxoacyl-[acyl-carrier-protein] reductase (iso-C12:0)","","reversible","",""
"3OARi130","3-oxoacyl-[acyl-carrier-protein] reductase (iso-C13:0)","","reversible","",""
"3OARi140","3-oxoacyl-[acyl-carrier-protein] reductase (iso-C14:0)","","reversible","",""
"3OARi150","3-oxoacyl-[acyl-carrier-protein] reductase (iso-C15:0)","","reversible","",""
"3OARi160","3-oxoacyl-[acyl-carrier-protein] reductase (iso-C16:0)","","reversible","",""
"3OARi170","3-oxoacyl-[acyl-carrier-protein] reductase (iso-C17:0)","","reversible","",""
"3OARi180","3-oxoacyl-[acyl-carrier-protein] reductase (iso-C18:0)","","reversible","",""
"3OARi60","3-oxoacyl-[acyl-carrier-protein] reductase (iso-C6:0)","","reversible","",""
"3OARi70","3-oxoacyl-[acyl-carrier-protein] reductase (iso-C7:0)","","reversible","",""
"3OARi80","3-oxoacyl-[acyl-carrier-protein] reductase (iso-C8:0)","","reversible","",""
"3OARi90","3-oxoacyl-[acyl-carrier-protein] reductase (iso-C9:0)","","reversible","",""
"3OAS100","3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)","R04960","forward only","",""
"3OAS110","3-oxoacyl-[acyl-carrier-protein] synthase (n-C11:0)","","forward only","",""
"3OAS120","3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)","R04963","forward only","",""
"3OAS121","3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)","","forward only","",""
"3OAS130","3-oxoacyl-[acyl-carrier-protein] synthase (n-C13:0)","","forward only","",""
"3OAS140","3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)","R04726","forward only","",""
"3OAS141","3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)","","forward only","",""
"3OAS150","3-oxoacyl-[acyl-carrier-protein] synthase (n-C15:0)","","forward only","",""
"3OAS160","3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)","R04968","forward only","",""
"3OAS161","3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)","","forward only","",""
"3OAS170","3-oxoacyl-[acyl-carrier-protein] synthase (n-C17:0)","","forward only","",""
"3OAS180","3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)","R07762","forward only","",""
"3OAS181","3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)","","forward only","",""
"3OAS50","3-oxoacyl-[acyl-carrier-protein] synthase (n-C5:0)","","forward only","",""
